#Station Number    Run    Start    End    Run Type    antennaIceA#I1    antennaIceB#I1    opIceA#I1    opIceB#I1    attIceA#I1    attIceB#I1    Run_Start_Type    Run_End_Type    enableExtTrigger#I1    Quality    aComment    uComment
ARA02  10183   1521758604   1521769405       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10184   1521769407   1521780208       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10185   1521780210   1521791011       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10186   1521791013   1521801814       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10187   1521801816   1521812617       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10188   1521812619   1521823420       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10190   1521824459   1521835260       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10191   1521835262   1521846063       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10192   1521846065   1521856866       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10193   1521856868   1521867669       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10194   1521867671   1521871766       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10195   1521871768   1521882569       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10196   1521882571   1521893372       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10197   1521893374   1521904175       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10199   1521905213   1521915419       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10200   1521915421   1521926222       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10201   1521926224   1521937025       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10202   1521937027   1521947828       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10203   1521947830   1521958631       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10204   1521958633   1521969434       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10205   1521969436   1521980237       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10206   1521980239   1521991040       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10208   1521992080   1522002881       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10209   1522002883   1522007101       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10210   1522007103   1522017904       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10211   1522017906   1522028707       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10212   1522028709   1522039510       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10213   1522039512   1522050313       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10214   1522050315   1522061116       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10215   1522061118   1522071919       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10217   1522072955   1522083756       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10218   1522083758   1522092306       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10219   1522092308   1522103109       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10220   1522103111   1522113912       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10221   1522113914   1522124715       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10222   1522124717   1522135518       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10223   1522135520   1522146321       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10224   1522146323   1522157124       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10226   1522158162   1522168963       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10227   1522168965   1522179766       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10228   1522179768   1522190569       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10229   1522190571   1522201372       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10230   1522201374   1522212175       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10231   1522212177   1522222978       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10232   1522222979   1522233780       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10233   1522235715   1522246516       Data  0  0  1  1  0  0  User: jpd ; Log:  Restarted DAQ software      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10234   1522246518   1522257319       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10235   1522257321   1522268122       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10236   1522268124   1522278925       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10237   1522278927   1522289728       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10238   1522289730   1522300531       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10239   1522300533   1522311334       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10240   1522311336   1522322137       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10241   1522322139   1522332940       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10243   1522333981   1522344782       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10244   1522344784   1522355585       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10245   1522355587   1522366388       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10246   1522366390   1522377191       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10247   1522377193   1522387994       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10248   1522387995   1522398796       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10249   1522398798   1522409599       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10250   1522409601   1522420402       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10252   1522421444   1522432245       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10253   1522432247   1522443048       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10254   1522443050   1522453851       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10256   1522459815   1522470616       Data  0  0  1  1  0  0  User: jpd ; Log:  Restarted DAQ software      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10257   1522470618   1522481419       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10258   1522481421   1522492222       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10259   1522492224   1522503025       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10260   1522503027   1522513828       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10261   1522513830   1522524631       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10262   1522524633   1522535435       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10263   1522535437   1522546238       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10264   1522546240   1522557041       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10266   1522558080   1522568881       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10267   1522568883   1522579684       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10268   1522579685   1522590486       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10269   1522590488   1522601289       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10270   1522601291   1522612092       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10271   1522612094   1522622895       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10272   1522622897   1522633698       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10273   1522633699   1522644500       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10275   1522645538   1522656339       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10276   1522656341   1522667142       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10277   1522667144   1522677945       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10278   1522677946   1522688747       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10279   1522688749   1522699550       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10280   1522699552   1522710353       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10281   1522710355   1522721156       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10282   1522721157   1522731958       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10284   1522732996   1522735602       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10285   1522735604   1522746405       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10286   1522746407   1522757208       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10288   1522765816   1522776617       Data  0  0  1  1  0  0  User: jpd ; Log:  Restarted DAQ software      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10289   1522776619   1522787420       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10290   1522787422   1522798223       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10291   1522798225   1522809026       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10292   1522809029   1522819830       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10293   1522819832   1522830633       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10294   1522830635   1522841436       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10295   1522841438   1522852239       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10296   1522852241   1522863042       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10298   1522864080   1522874881       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10299   1522874882   1522885683       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10300   1522885685   1522886787       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10301   1522886789   1522897590       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10302   1522897592   1522908393       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10303   1522908395   1522919196       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10304   1522919198   1522929999       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10305   1522930001   1522940802       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10307   1522941847   1522952648       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10308   1522952650   1522963451       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10309   1522963453   1522974254       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10310   1522974256   1522985057       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10311   1522985059   1522995860       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10312   1522995862   1523006663       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10313   1523006665   1523017466       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10314   1523017468   1523028269       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10317   1523040109   1523050910       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10318   1523050913   1523061714       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10319   1523061716   1523072517       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10320   1523072519   1523083320       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10321   1523083322   1523094123       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10322   1523094125   1523096534       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10323   1523096536   1523107337       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10326   1523119177   1523129978       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10327   1523129980   1523140781       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10328   1523140783   1523151584       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10329   1523151586   1523162387       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10330   1523162389   1523173190       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10331   1523173192   1523183993       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10332   1523183995   1523194796       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10334   1523195834   1523206635       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10335   1523206637   1523217438       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10336   1523217440   1523221748       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10337   1523221750   1523232551       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10338   1523232553   1523243354       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10339   1523243356   1523254157       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10340   1523254159   1523258335       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10341   1523258337   1523269138       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10343   1523270175   1523280976       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10344   1523280978   1523291779       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10345   1523291781   1523302582       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10346   1523302584   1523313385       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10347   1523313387   1523324188       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10348   1523324190   1523334991       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10349   1523334993   1523345794       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10350   1523345796   1523356597       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10352   1523357637   1523368438       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10353   1523368440   1523379241       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10354   1523379243   1523390044       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10355   1523390046   1523400847       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10356   1523400849   1523411650       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10357   1523411652   1523422453       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10358   1523422455   1523433256       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10359   1523433258   1523444059       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10361   1523445094   1523455895       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10362   1523455897   1523466698       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10363   1523466700   1523477501       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10364   1523477503   1523488304       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10365   1523488305   1523499106       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10366   1523499108   1523509909       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10367   1523509911   1523520712       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10368   1523520714   1523531515       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10370   1523532553   1523543354       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10371   1523543356   1523554157       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10372   1523554159   1523564960       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10373   1523564962   1523575763       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10374   1523575766   1523586567       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10375   1523586569   1523597370       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10376   1523597372   1523608173       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA02  10377   1523608175   1523610426       Data  0  0  1  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10106   1517187209   1517208810       Data  0  0  0  1  0  0  User: jpd ; Log:  Restarted DAQ software      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10107   1517208812   1517230413       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10108   1517230415   1517252016       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10110   1517273619   1517295220       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10112   1517296261   1517317862       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10113   1517317864   1517339465       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10114   1517339467   1517361068       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10115   1517361069   1517382670       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10119   1517424170   1517445771       Data  0  0  0  1  0  0  User: jpd ; Log:  Restarted DAQ software      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10120   1517445773   1517467374       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10121   1517467376   1517488977       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10122   1517488979   1517510580       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10123   1517510582   1517532183       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10125   1517533221   1517554822       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10126   1517554824   1517576425       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10127   1517576426   1517598027       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10128   1517598028   1517602911       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10130   1517603946   1517612802       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10131   1517612803   1517634404       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10132   1517634405   1517646759       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10133   1517646760   1517668361       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10135   1517669398   1517690999       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10136   1517691001   1517712602       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10137   1517712604   1517734205       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10138   1517734207   1517755808       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10140   1517756844   1517778445       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10141   1517778446   1517785535       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10142   1517785537   1517794385       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10143   1517794387   1517815988       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10145   1517817024   1517838625       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10146   1517838627   1517860228       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10147   1517860230   1517878614       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10148   1517878616   1517900217       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10150   1517901251   1517922852       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10151   1517922854   1517944455       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10152   1517944456   1517957915       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
ARA03  10153   1517957917   1517979518       Data  0  0  0  1  0  0  Timed start by ARAd      Stopped by ARAd  0           NA                             NA                             NA
